	tconst	Box office max	genres
415	tt15504128	1446000000000.0	Drama,Short
416	tt15504128	1446000000000.0	Drama,Short
417	tt15516174	4454.0	Short
418	tt15575470	39000000.0	Action,Crime,Horror
419	tt15679400	548000000.0	Horror,Mystery,Thriller
420	tt15783544	3000000.0	Drama
421	tt15816190	231.0	Action,Crime,Drama
422	tt15816336	539.0	Comedy
423	tt15837338	2022000000.0	Action,Adventure,Animation
424	tt15839462	11.0	Crime,Short
425	tt15847548	181000000.0	Comedy
426	tt15939798	1446000000000.0	Horror,Short
427	tt15939798	1446000000000.0	Horror,Short
428	tt1596557	11000000.0	Family
429	tt16026684	2264000000.0	Documentary,Family,Short
430	tt16280138	571000000.0	Comedy,Drama
431	tt1630029	2320000000000.0	Action,Adventure,Fantasy
432	tt1634106	373000000.0	Action,Adventure,Sci-Fi
433	tt16392952	66000000.0	Documentary,Short
434	tt16392952	66000000.0	Documentary,Short
435	tt16402818	32346.0	Comedy
436	tt16426418	346000000.0	Drama,Romance,Sport
437	tt16463406	443807.0	Horror,Short
438	tt16495558	4853000000.0	Family,Short
439	tt16606810	85.0	Action,Short,Thriller
440	tt16673724	49000000.0	Horror,Short
441	tt16731908	66000000.0	Comedy,Drama
442	tt16731908	66000000.0	Comedy,Drama
443	tt16751740	17.0	Comedy
444	tt16756942	25000000.0	Comedy,Drama
445	tt16915972	193000000.0	Drama,Horror,Mystery
446	tt1697800	31395.0	Action,Comedy,Crime
447	tt17009710	355000000.0	Crime,Drama,Thriller
448	tt17024450	1911000000.0	Action,Crime,Thriller
449	tt17081130	160331000000.0	Animation,Drama,Sport
450	tt17164540	65.0	Action,Comedy,Drama
451	tt17277414	138000000.0	Biography,Drama,History
452	tt17277414	138000000.0	Biography,Drama,History
453	tt17277414	138000000.0	Biography,Drama,History
454	tt17279496	931000000.0	Action,Thriller
455	tt17279496	931000000.0	Action,Thriller
456	tt1745960	1496000000000.0	Action,Drama
457	tt17491040	103000000.0	Action,Adventure,Comedy
458	tt17491616	6000000.0	Drama,History
